cell,knob,value,suite,property_name,n_agree,n_annotated,agreement
PERSISTENCE_FRAMES=10,PERSISTENCE_FRAMES,10,RoboCasa,rc_place_preconditions_safe,4,4,1.0
PERSISTENCE_FRAMES=10,PERSISTENCE_FRAMES,10,RoboCasa,rc_raw_robot_contact_blocks_rte_grasp_until_sanitized,34,34,1.0
PERSISTENCE_FRAMES=10,PERSISTENCE_FRAMES,10,RoboCasa,rc_released_object_eventually_settles,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_dropped_object_was_released,2,2,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_dump_preconditions_safe,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_fixture_close_obstacle_retract,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_fixture_open_obstacle_retract,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_fixture_placement_release_after_internal_support,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_grasp_remains_synced_until_dropped,9,9,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_liquid_transfer_eventually_settles,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_microwave_single_object_until_empty,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_no_forbidden_contact,22,22,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_pick_preconditions_safe,4,4,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_place_preconditions_safe,4,4,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_raw_robot_contact_blocks_rte_grasp_until_sanitized,34,34,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.01,GRASP_SLIP_LINEAR_THRESHOLD,0.01,RoboCasa,rc_released_object_eventually_settles,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_dropped_object_was_released,2,2,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_dump_preconditions_safe,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_fixture_close_obstacle_retract,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_fixture_open_obstacle_retract,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_fixture_placement_release_after_internal_support,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_grasp_remains_synced_until_dropped,9,9,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_liquid_transfer_eventually_settles,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_microwave_single_object_until_empty,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_no_forbidden_contact,22,22,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_pick_preconditions_safe,4,4,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_place_preconditions_safe,4,4,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_raw_robot_contact_blocks_rte_grasp_until_sanitized,34,34,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.06,GRASP_SLIP_LINEAR_THRESHOLD,0.06,RoboCasa,rc_released_object_eventually_settles,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_dropped_object_was_released,2,2,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_dump_preconditions_safe,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_fixture_close_obstacle_retract,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_fixture_open_obstacle_retract,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_fixture_placement_release_after_internal_support,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_grasp_remains_synced_until_dropped,9,9,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_liquid_transfer_eventually_settles,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_microwave_single_object_until_empty,1,1,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_no_forbidden_contact,22,22,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_pick_preconditions_safe,4,4,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_place_preconditions_safe,4,4,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_raw_robot_contact_blocks_rte_grasp_until_sanitized,34,34,1.0
GRASP_SLIP_LINEAR_THRESHOLD=0.12,GRASP_SLIP_LINEAR_THRESHOLD,0.12,RoboCasa,rc_released_object_eventually_settles,1,1,1.0
